name,genres,budget,link
Munich,"['Action', 'Drama', 'History']",70000000,https://imdb-video.media-imdb.com/vi1109444377/1434659607842-pgv4ql-1699536753316.mp4?Expires=1713542017&Signature=XIT5H48buT0M5x0FErVt0BwMHRL7ej2uItPrB-fTd5zAAuSiEgVq-Jar93N6eYwL52qKx7nTSPYKbu1HX9P2dU-O8QRUr53HmizDLnEZIQRVgHwkDr4pFVWy6oGEwVizTxPTegnM7DWmKU-kucVi7Bsiu2uGkLfWANH~HyVWJPQWUnYQHU9ENQw-pkqwpTkA5tj4fbThpGu44R8TtB2gXa0uJj1iMCzfWjaz9QO3~muL~-hCXsNAsoUs-PLabVbJKhfovv6~5gFpdAmqypURTf0JGXF7wY8KjTgK-KFmfw7OmnPozf6X4MyhDlI0UwX2I04VMg6bXFzAjWkEzGdC-g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Shrek,"['Animation', 'Adventure', 'Comedy']",60000000,https://imdb-video.media-imdb.com/vi4085711129/1434659607842-pgv4ql-1563994020407.mp4?Expires=1713541826&Signature=KgmdGmvC5xEUGFaoS6v~9jwa5hC0R-5zUBCxaKUycJSIMwtCyjWTRm8NucBr31rgO-2mmVMf0rE1VkV8urGHvrMhIFkgAra9ZnlUZXy1LACr~huJyW9s-upGQPUF8RRbaCqqTuVazQArH9oIokaK2s7wi0VvnySs1ObXVYDKzcjONUEuciUjAEANZPDQCw1JSI-LTr6IoU8mHn6TaxOyvauELAmY1TAN4ZIs9KTel5vBT9Rw6-32nkMD2rqGiIFlXvDj71qhg1tUbm4CMEiyU3V-pkaYY1o4TI-~ivilTz8hmi5caGdFcuK6S2Wch29h0WdvAV7TYlTSMKtbyoRLYA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Blind Side,"['Biography', 'Drama', 'Sport']",29000000,https://imdb-video.media-imdb.com/vi2724005145/1434659607842-pgv4ql-1616202413256.mp4?Expires=1713541979&Signature=Kq7rCsmXao-r9h~q1dyntFBOx7n-PubI4I0xmAu3-ZUW0NmQu7FrYupz1qkvGNv-3uEbGu5tRawIOWtJnNCaTxSojsnLecaAQiNRCqFr0klREnDlkrInjIGbzSAv0kOzbTgR77tzJZ0LAuMKIO4H6xug4bPywlY3QQyUXM1IIEaVeSz2CqPmEKxoHDqqhxGG4okeZ1imRD02z9dQDS4gveExc2tGIOQ7sdn9RahV7mmPfyyiwH3Z59Re6QbUgqNTxZ6WWrAfZIRV2qfd6RQCbnhUENhw9nN~n~V0fEwF7SSIl5cpg3dKdy1A7nziSbDqHdwTrDO3Lfsutg~2U1P~Mw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Life Is Beautiful,"['Comedy', 'Drama', 'Romance']",20000000,https://imdb-video.media-imdb.com/vi2332801561/1434659607842-pgv4ql-1548604686311.mp4?Expires=1713541899&Signature=WKVN60AEnHxjG8h0gbfeAFf-rcCC~xPXGm73ytBoywNvEDleEv-qB8jZBUAz7UTuwhyeSwZrHjKYGMkKFQYdbuTUlnuuqL~kcfges8g8JZZKHWy8yl9O0o6KpEZt8s~UG7LLtdolip4JNmu8bBoevXebkfHbZRqOZuif-nTOueRkcMKYUdqd9G7-kQBiiCTT1GB9CpeL8ONgYTsnTtyUTq7PaZ5ckaT-WQ-VgSTnNQQGhdICrnnn0xpZGIRaDBAndBk-QanS0PpiDX70V09He97icHzzTeynYG~whcc2xIcf6ZamQBIxuc7OZ4Jbw~qGIIcJMDAPR3BP16McBplyRA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Goonies,"['Adventure', 'Comedy', 'Family']",19000000,https://imdb-video.media-imdb.com/vi316781849/1434659607842-pgv4ql-1454546790622.mp4?Expires=1713541781&Signature=skulkwlcMjf4M6dlUulZBPEUvKhVFVZ39JMhUPMxNmdJPJLq-pGOMCWu2Cb-hq8FYOCdWJM4gfBndsF9G~LQd0uUkTCR3LutBx2Tr3KJCJdm7nxgLeMvdLjiHj3CNDzSGKNBO3qw~pT3g7YyhNpd10gTo4SpGoIue84AQQphcD1mXAzwnxNUFwZ2~D1Z69a0xln1tO4Ipo2Nt1vtY71Y10cVN~SqPdv9zH18l-JVnOq1DMJ66Ldb3qlBvYOITEcVEX1i1cm2~o6Q48KQPP68pDpQGs~D1YUonxAJqTAthzGC3z~GQxWUqfM477VXddw7hnJxDG6NtNEJGTpfK132EQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
FernGully: The Last Rainforest,"['Animation', 'Adventure', 'Family']",24000000,https://imdb-video.media-imdb.com/vi3349545241/1434659607842-pgv4ql-1563891182945.mp4?Expires=1713542154&Signature=o4ibWuM368AfhtcLg0EO74NpuXhDh5~ORP1QDcgUgJMytrqjv-gFhGBTHsYw5fyVRjFGBerHzDLRlOdCV~aITCXTJVH4k4b770V8y2iX42oJgbeEFE3mlCFZPKJKbale4GSOxSbrwAox8etYkG38xcDWxcQZW0cUU9K0Q23RClFXH-wOVgLIIQ9pByGo6tOxuXbN5Tbb5ho1C4lwpbluDGNFj3XHdrrT8L~HXeALwM~maN5T6c6KjyLWMNqIMBnqfCXcHe8qcd7SHsc~WlP0QppkUALtHk5N4y1MZvQ1Jh4k7xGfSBY-9AWCdWI39jLj8AwstzuiACVDzHn~t0Zfew__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Dances with Wolves,"['Adventure', 'Drama', 'Western']",22000000,https://imdb-video.media-imdb.com/vi2341967897/1434659607842-pgv4ql-1564518027690.mp4?Expires=1713542130&Signature=gp5ZqXDHDS22plXdtJ47I0oVBAZgAPlyp-g8lHojiZA37Wu7mijYGi7ZhMZYRahhmkocKTWdeUHdE0OiK3zMnEV5jTuRICUXDlvREEzRShtcrN3IS2rJ9ZvUxw~2Fo2VPaeQvW1N9k3XPnCMk8uXC-Xddw4N~fW0OVu2tFq--oWor6~zwEILamd~qxtWoGX0a0c5YNYRL18oBYk8kRhFPHdHg2B8aBWorUc8WI8PstdB76YFMsUokmLTt-xrBVdT-mv7f5DpzLwF72PTb68-9SR1nzV6LN0WTKU8whTkwYG8tLkNLI8-sSZIa3A1junP94Y~O3uIAC2hii13TtSARA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Sound of Music,"['Biography', 'Drama', 'Family']",8200000,https://imdb-video.media-imdb.com/vi1567600153/1434659607842-pgv4ql-1563942586298.mp4?Expires=1713542149&Signature=I7lKan3fI1pR~X7zGuVmAUSPyRSp1GR5XA4EEr~XJK-Wo-R6YeqAGmY8VSAgknXL4XHH-1ZiqDip0ZfV4j3XcIoGA3~Yr3cig6ASkoSYZ8idfBUjMw8BmuxgE6AcbIpsWKo28lrNRLvmgk~6P3QAl7AFsS4MkepfMJUir7ZWXPwdUrnBKRNRlnNNNHbGDaPghJiNb2TC68vMmjYU5P0ZuDEZX1~vcnbYECQ9L4kbBaCsZ3VUdFeQxQXQZyuYFpXCHlHtLaeQD75JHoQZpYnEx8YmKPZMGx-F9Z~BW2Nd9mqjXfuPJRrLXM2nYAxMWDNeYvsFjPNSimNIMuG7ifBYVg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Bowling for Columbine,"['Documentary', 'Crime', 'Drama']",4000000,https://imdb-video.media-imdb.com/vi2814050585/1434659607842-pgv4ql-1563659679311.mp4?Expires=1713541794&Signature=owE9yixhtP5Bgx548WCcgkpod3Gn7zgqr4daHZX-Cqc~iw4L-~-UOxqBRWaBHMDqMQqiUG2VI4kYHSFbLbKj~W-GQbhnEUdNol5O1gLuI7Y0DbiuwO5iJoGdbrWa0GXIL~R1P7j7NhwXAzcLnhER0mFKYmwyY7Z7JmRKxTnoiftzLbuf4UlEd~hsozvom4R5S30ryX6qA1ziee7AvYBbIfECn7ii3MthOxTusQtxylPn5CJf6SfXDYshmPzUIjAMPQm3B~ManmkTMCW9~W7i7URq49ew0s9KG-LjVTBRCaMR0htImdcVBXbN9CKsreFCULaxRLy-UePkZh1g94Krqw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Sicario,"['Action', 'Crime', 'Drama']",30000000,https://imdb-video.media-imdb.com/vi336244761/1429133835382-7l8xxr-1434736517935.mp4?Expires=1713542076&Signature=UJoBI1M8Yczol8VupsucuT58YVRceWBVIIVeoTj-bcw3IFu1us1xgciFTSA3AIY~TDVLmEuRUO7vZ29ybioi~7Ml3uyuUDFe1Bxd1AchIm-CR97mOJhr3xuTPuxd33--Jc99LpsN3tGj5QdnsqgUjuLsKa7XSQoXEshOTCKLb~ZjCOWNF9MDPYM-rgLhnOr-PggFO~~3GLJuW6imFBmmhruq9PQUIAbYHsmt8h5XsJ-NDiDBgraGrfViyqe~J~Rj8LwrDwnamLX3R65cnumxk~b0TayCsljkUBe0~ziU9~Xj0dvmV8e2bT99jmQSg75pImp85zvezcCEGZbmTZ~w0A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Scream,"['Horror', 'Mystery', 'Thriller']",24000000,https://imdb-video.media-imdb.com/vi1227014937/1434659607842-pgv4ql-1641916209316.mp4?Expires=1713541163&Signature=qXVzuXuzV6MV0SGwUoOkXeJmeG6GWj2ptAK-nt3uYpynDHKR1T4FiizVUVgqijKXhMf216-df~ASmAU7J7Y085MbWnc-EGHxTZWBjbJUKAxMdOKPMCs44Jlhu-5FQwmkmM8ReJYItcx26~j0rBhxxP7HYa3osej7egs0JOsSusXdjdTLfQ~BXr9VgOdNr-wfmk8GEqQFBhMXR6uNSXyM3jbS3WA4zbr-lUwPtC1ozT5LZWf3Bdql9Nxbc36GjciYoMRdHChxRhQV1rJiNwj4rVjRQS8uOkk-5ew2n-UI~TP~ZQE4nAYfqz2VlK3EiAouvBYekCluT3hkjUdF313OzA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Kingsman: The Secret Service,"['Action', 'Adventure', 'Comedy']",81000000,https://imdb-video.media-imdb.com/vi1901244185/1434659607842-pgv4ql-1616202386675.mp4?Expires=1713541504&Signature=TXGjSMbIzzHjta4~-rqdh9934bpszEbrKpwQrcAvOqyS~eIiMtYLkzjne8gTWR3~EI6FAd~MMBxEJ598Kdyxx8yjDBaLEbR97XCrwaDv4IQ3BEZKSiLxyxXxUMxIjIR3xaqZ9d9qgEwhH5pURXFzhGmS~PFo5K5QGbrLM5OSZaeLXMNiw2OrE9FcV5BYrl-68YR~TMDWWXmXhwU62ldlx9UHm12Xm~L4DZeAgaq1tR9CWrMNbLkHlEIIuDpbXW5W9zpHBYhsoV6D9GJ13QxIVFfZzG1WBCG2rS72NlPUqWw0oovmh8BUghYcQ29jEUOogr1R6DP6EwfD0oOpAQAZDg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Puss in Boots: The Last Wish,"['Animation', 'Action', 'Adventure']",90000000,https://imdb-video.media-imdb.com/vi272745241/1434659529640-260ouz-1647356860878.mp4?Expires=1713541869&Signature=CVvxpQcRrZunwHjwrYVadmhyW0HD7yv3novLZ4QfOzjXNqz14mulhiUtF5thISuhR1qPmPabv8yxl0bpS41TffWVcFB7yMAUsEGu1pJrirCoEyg5TR1v2qLI2AOFOFzuI6H9xmfPwSAC8HByDXBbqR4McRwt9LFUy93tPJh2mqLOXYRB~nqhmAQDOa20iZ00mJ6Ze9-zkIJlCfGA76qCS1GqQxNsmavuTsA2v~N5mpPKmJQH4F1shpO3IFEPzJ4AhWcn8G7AoCBMiKnT-iFKdI~qOj3bzMDzBuWjYQ6bbcQAnTyoptJvQRjacpZ9ZAw5Jz6frZ-G1deN4mFYPrVqpQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Tangled,"['Animation', 'Adventure', 'Comedy']",260000000,https://imdb-video.media-imdb.com/vi385091865/1434659607842-pgv4ql-1616202690129.mp4?Expires=1713541551&Signature=NTOhRSOupCDiEA3~Am8OndqovrdcB7ea606U~3cyptgtlgUwuM7pYpYWj3JiycskTzSKWxsr1KG0h~nJJHVPCzvOPoD9O0wmN0zKyweaBEo5slqBmtN20~wDp~csufq37PXylJh9y0vHLWBk3kkubxugGVIk-uVZtuY6fBUFuSca0oU1i3MlVT1oW960EchkSuEnnqSPo9dIKpEcF0isgM~rMs1TfZKbJqybxCjkXOFu~pOVv1Vbt5mN1iRGOW4vtLj9GZAzP1NqnxbtePXOzHS3tOV5LIGCN9pMcDtv8OzKNqURn60KiUiZA2~ryVdfOt-PvorJiOha5Zkt47vkRg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Green Mile,"['Crime', 'Drama', 'Fantasy']",60000000,https://imdb-video.media-imdb.com/vi552796441/1434659607842-pgv4ql-1563977441652.mp4?Expires=1713542061&Signature=Aw38TTBfXlZWlfVhVVuGBcxiR6358vw1V8XSFAEeb5RgQ~CctGiu59D2onZ8ak5Jlsu3fT~K3ChgejEdiVPKWrPrSLqn6mcWotDNNvakONs5kcywiYNkShO~EA58xddqvkbf~o2onDv85dpLlO7Iz8ziDZpHD3Ec2BZWUuv64gXgZz~IAQ2tJv1deQQLmd~OpdX-yGsE89R6OoBGWQyYcvV4JtiMhg39OIgGEcyafjv6S9DU8DH2otHDgCFpseuP5JKysa7bIdBUv1dOTphmmQefLxKRrpWXFFeRwJMYNXrhrXpLdPgIAh0Lg-~t7gFX971CaTVl0aRp2sE3DrPIRQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Pain Hustlers,"['Crime', 'Drama']",50000000,https://imdb-video.media-imdb.com/vi3603023641/1434659529640-260ouz-1696949972675.mp4?Expires=1713542233&Signature=TosUhz~HZO~tv9eA7sLq~pPYVGEHSVUajsYqnURZKS34yqjOksNOofZc~VHCSXtGYkJW0dfS3DaDH2h566aSdnUv4Ij9erhyhoxcuZibcJtuFwu3Um0e43TCdHkrlGhLGmGWn~aQhPGOYLayb4bN6EsbVj3aLC84kOEA2bDkgBqf5SuIY4RXiPjoRSKFOmFItnzdr4qnAPFuyeM--g7Q-yrJFbgBM2pe2Vi3Tw0BxUb~kKx~4CG7cy8dPltBvdqfyWGDMTLs58xPtEMDu4f~yHEgI8OFMOmr0-9R~YG1ri3WbHufTOxoFqGtkGqdNQ7vjgC8rnF1qXeoSaAlJZH4MA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Godzilla,"['Action', 'Adventure', 'Sci-Fi']",160000000,https://imdb-video.media-imdb.com/vi2242293017/1434659607842-pgv4ql-1616202389780.mp4?Expires=1713541908&Signature=JxUluwEWs~7fNqZNeRr6ORzeCH3AG4c2VsBy6wbTGdaYJ7hzvx0g2qp6oy-Uy~WA-58xOH-1lX1MwlGdp6DlGCG4EikFiEOOxl220BFcK4Z7Co2I7NAQAgfrL8PyjtjgMeHK9Ytzj4EVgJXURIgUItmZgxIREwVT5UJhBM0OjPGBr-qOk9TDt1htUzRxmXGrGDl6Swr14yjXC~nTm1J45FWRFCEUpjUGrZjh9L6M3OqtZwp4GzFr1Z~bx6QaKrCNMf3BeXtYxsyLOo~ZqmuEEpWecMgP6H-tNY0GcMMLQZYtZ0zRrr4rBnkGVuHq4LkREq1OoSVpYny0D6eAM6VUiw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Eye in the Sky,"['Action', 'Drama', 'Thriller']",13000000,https://imdb-video.media-imdb.com/vi1137947161/1434659607842-pgv4ql-1449250243416.mp4?Expires=1713542064&Signature=TEAJQTUKYnvP3ywDlhOqg62KkTm~psYXZACnx50Vl9zTuF4bIBvLlxDfXKVDPyYD2HslvAUrV2f1xXFo~pTK~Hcyur1aA-f07XHhAitZqPQAyLphu4azuH8mhGJXrBPBJDo4Z8HAj88pLNDA05xuRsTESLSotdCeH7LTGbyaAG6EnlK5CCn~a9IXMG7cwhNbHU5saOEBWDv6icPptD3G-fUgHygHALUcr~nImVXlkl2Z0KQOACu7OUSIDVThxfObyuo0NAPV9LjdNxKJTIMST~EyoL~y-ugZc3pOeFCZMtEvJE9XofOLrvSImgkKQT-~LwvtjcWK-hKqquHuTpEyOQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Kung Fu Panda 2,"['Animation', 'Action', 'Adventure']",150000000,https://imdb-video.media-imdb.com/vi1639488793/1434659607842-pgv4ql-1616203034060.mp4?Expires=1713541515&Signature=OR4YolCudYkfKDulk6MrHojBSMLwVF1lCJAPQBN0DdHdnEctL4LUI2W5OHYlz2J8EElnUpVb0uG5uR4qGsIC~sDWBNRNgcDiG8bYTqyvONY3PjAxNupqbOWSgdZ4UX-vPJcI1MrgOVfemSbHl~wACmFIMaS2Rk0K3Ytd9F0D2XQT1n7nIQ4PMkV999JlqpaFm55IeQWJYj8lxNGY0FmT7s1rF713C5hJlamMKo3XOP~Z24kvL7Rd3HiEWguLvqc4KspRANczPZeFN9lNT9W7qFTrGem6fE594Ut5yymqbzfkH~EExEnVgx1jMvYbqs91pSjGUk3XJGoIx~p5VTxlLw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Appaloosa,"['Action', 'Crime', 'Drama']",20000000,https://imdb-video.media-imdb.com/vi2927362329/1434659607842-pgv4ql-1616199501611.mp4?Expires=1713541998&Signature=XEw4phSsMUdKfw0krgSHXJKO0x~6cDG03tQ52ky-qsT2ApmtTBZ-TCqgeb0bNgajQhExOTykZSU~asjYIo4~8wT7WvqHaxHBPatO~K9Gx8fFILIcWOIEWFSbKs4pwXX-sjjSXoSuGl2e8PCqfSbpMjki-G1anEDep9L6IlxS7tH4KXQPI4ATHofMV1-UC2DmcaWoCmvVy5TN7MHPBh9i8ykto5F6jAAyBEiX9EJyDSSld3I6~qFIUYLF6aMFP5NFXm0zDX9xkEw5BNh8ogVMgYApLw9GhgZ3~pwf1xbA-avvT4K92W1SxoXUrURX3O2YmxX1mpjTOtuZgpvb9kSBNg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
