name,genres,budget,link
Dawn of the Planet of the Apes,"['Action', 'Adventure', 'Drama']",170000000,https://imdb-video.media-imdb.com/vi2201791769/MV5BMTgzMjQzNDA0OF5BMTFeQW1wNF5BbWU4MDU4ODU2NzEx.mp4?Expires=1713542178&Signature=odC2gK3cPT1NxB3PqVe~ZTTDoz-2VKgsCMLPkSMvwvquuK9Oww6JMr0aHBQhz6XSsUQ1QZNigAfA7YIMKrEK4YxQqi28Z2e6RRmjrbsk3Z2u4JeqOqL12OzAEwsh8SYTE8KZB09DUrwETUFoI9GmvMWmFvZYsDlQcTrHnSmID2DvCbbdmD2-VX5H8LX-lCIhxslxhkguk8TrGL5Emppj2ttur0leAB1MAF0Y4vZymv4pdDidwbx~QqjNR3c8bI0zTOIedg8Hj2C8elABhiWQtx6L8N0L4~zzHzNjS3h-uXIf~45STsP~tDc49SunHC2P1zopXaIzQantrKA4~nUdXQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Snow White and the Seven Dwarfs,"['Animation', 'Adventure', 'Family']",1499000,https://imdb-video.media-imdb.com/vi367789081/1434659607842-pgv4ql-1563976610993.mp4?Expires=1713541955&Signature=roUEf~~xxmFRZYfTkOn2iO9rHNEi4i9mdkZqMH3piBv62UWJuLh0pWtHbnk3L-lK0zIzeLoRnGnTbmlILCR-GuYQUsEduWUPBQryUiUDslzQnXGyKSzmFGszSUtTWAXnTYj7MJiKcJ5gkBmhjERLy~yhjY4WmHK4OKsgT0IFvPU5mNWgzC2Z1SdIsrCKtLt21w3plVoMcor2aBXXQk9S6b9GkBGboJ25uUgdX7Oh1SH6SguP4OlBzsMwTFGF4DIf7KI9LtZszdwsViN~Y-IhwSGDs2MkmwQLCGLoaFw0qLyuhblnBE0qcMjlHk9mu0AYmL98UCZdrxc-x63irwpW4A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Scarface,"['Crime', 'Drama']",50000000,https://imdb-video.media-imdb.com/vi1876936473/1434659607842-pgv4ql-1696698275400.mp4?Expires=1713542132&Signature=ATmU8TsFiaYE92dgSAkOPQfsBB-gkFgdlQjTnaO9Bu5IsHVPLyimWFtkXelNH7N~1Z2WLgmF3Kg4tf~5J1Ia0RrkFZQZuHAJxbTo5x~U4hx0ROWkQQgXhJirX38yA4TUiRwkJtMqJAmRKrX~ta3HuxLVZrJWw1msgLFj~TbA3q7uubx2JjbRlCtPolOVPbEK6aYs11neHHrtrzcEsp7T6c7h9LhlHZD9VfLWsB29ZAps~ZLFZmiDxo~LuGifA-8P7xkGXAruw2W7s665FhC0CEVfj0ugaOfIfqOgSZxC-FesDh2a-7tBimKa9i1~tvnmBAkOZBcv~bS62aHE8i7qIg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Beauty and the Beast,"['Adventure', 'Family', 'Fantasy']",160000000,https://imdb-video.media-imdb.com/vi179222553/1434659607842-pgv4ql-1512505392775.mp4?Expires=1713541285&Signature=bVzRjMty9ISALysE-Cn7N1Bt-fMkTJdBhBJ0WbZhiShmyZqLUnz-UTqX2BgKEUz~9hRrKGZ~nbnr98AllS0dlDEB2VfNnzLRL~fBS3U3U03MjgMb5X-iZGTu7--rwaCFwjAtqfGSHzK-sRw7qs05UGv90jeIyWZ0PHvcpLG3qbqsyAKlukR~aaspH3zSViQnCkbC0-9tz3p2YUNNdofB4rVHwTbehJiFeQkWXYtmJ3IVyZSK43AUTSQqqRj51SWRrctCGErLRDZP1cUlKUuqip7el4dvWnMNaxCKynXnPBa-EOuu50vCiO3ngKNosPF6-turFs3yHrAXFWaXV0q-Sw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Army of the Dead,"['Action', 'Crime', 'Drama']",70000000,https://imdb-video.media-imdb.com/vi3220684825/1434659379400-8cjq25-1618329586438.mp4?Expires=1713542098&Signature=ej6yyPOoca98zuhihfwyYsY891fxFR~bWJtocBQBJjZhmKCOwvTJVR6pAzTxuTmNqhLqx7~KVySgUakC~OlJ95p~lp1a32nlMTh8Msyk6gLKAmqAzGdgOjfpPGA57c61piqN4mgIIj7LJtv0WvMbTj~o-LHUp0N12PrM3FwehKIcdQ-j3r3Iur3aQ5vOCv~Zerlg~nJE607ksfqW9b3zh5SnaTlczOpQJhXiNteKcmGNykJlzPRP0Z-GA~du3UDiV-crtJ53kWhn5yt5C7woBvFZtLnM65QSdyKBDCLaIVTZ69irJ~Ai4C1qjcvYMdlww1OgG4h3HN1AwimRabXP-w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Spider-Man: No Way Home,"['Action', 'Adventure', 'Fantasy']",200000000,https://imdb-video.media-imdb.com/vi1390854937/1434659529640-260ouz-1637114137505.mp4?Expires=1713541948&Signature=mc3DIEHKYN4~Ht8DotTAdqPr4lU4iH8w3lrOmSXTaOOoQrW3OQgqNZeiaJeZ2avV6xAOCdZphFtEMv-DUbZmPcHU8JUrDxgh5fo6Pnuaaeps0MJg6fcS6cvEsBwA8dpM1zLTmTssLDT8Bc2s2ov-7ZW2qjKMGPDmfJ7QP6gwuxCK6ClPOfxMCt-bp8Qs5hS~t3lw4UURq1PsNjByNazZ0GerGqXvmjJOvS5NyDugMw~CiSpZaO5sUtr8nIMPrYBGKk3nluUM4QAVsQ5Wi9TiBdvLTF7DubjopR8IG0No~AFuj-HZb-0L4LcfILKR8sB9JbkNVaj4ZWH0h-Sy7l4b1w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
No Time to Die,"['Action', 'Adventure', 'Thriller']",250000000,https://imdb-video.media-imdb.com/vi3007037209/1434659529640-260ouz-1575466817459.mp4?Expires=1713542013&Signature=ugnkra1p7qpo1-p8A4uHQ9waNeLmhPMs3gw6wlx-AZ7zXjA4BO8gTPmAkWaQSqQEtEYGFyAsahYic6z6VnRfr-bwVYhTI3AIuRuzLuQzeL0ruX-YPxszbp3JXDutT10X99iVUqHLh-BURMu5ARkN2pQt0HtLcwAgyL94eL4gg0Q0sLmsP27eFuIEZfKWrdRBXELT0An1~BxWUOqukWEiDXDKh4dLqHcXmPXiipFtDPZfU~jaGm~oXELY5-ebLXlG7tXxxUWgK7tM55QMsxBtbgMDvqYgW0CqqG1sFlqVexIIpEhgTkL2sOhSh2dR~C3b-niLOX1YHtYR45jtZq6qdw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Don't Worry Darling,"['Drama', 'Mystery', 'Thriller']",20000000,https://imdb-video.media-imdb.com/vi3080372761/1434659529640-260ouz-1651508414633.mp4?Expires=1713542055&Signature=EAZjRoCFXjJONnDzh8DnQagggPRs0XVO6PGA8VVE6L84gXGPqN8LMjr5Heai4YiOAiwFX~1k9scoNOinYJ1OPo0y3ZF8sjyPIl8G5eIYf3v0mqvggi3lSzkMOQT-8sC0N1QQ1vrbshFjZqJOCoImtc7bZJaJl47swwP5dRgTc4tnc9T~bf-lZdvruzwh3~aylpq7kZE9scffsG2oCH07od9XhOz3MlPh7056PJmonYlw-~KQs0DUDP-R74CVBAkwAO~uTcbuFri0H~gvum8F7uJk71x5Y9qAL0MXVkReSv1XeqJ3DxwwWAAqsn1Sss2rysXdMCZ4g1o8xI8EGTxvUg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Jarhead,"['Biography', 'Drama', 'War']",72000000,https://imdb-video.media-imdb.com/vi941407769/1434659607842-pgv4ql-1593609897529.mp4?Expires=1713542194&Signature=cpwyNyKQmtXnSdGG3ft6zdg-GQhknrd-qcBi1tClDYPIVGzsfoiL~VAzFQnEZ2pQ0U~~ZnGJWSf4WKWq1wFioTliMw5m5qVixYmzP8kIKH5glqoX5qovSBBqi7tIAOBxFPDvJ6a69j~sCo74PLCvXwZBsFXfrhXtDzH-aiQjJSIPv8vSNtuOFP19i6ZAuUjexu6gA~gO4PBl8wGef6bSuXFGHeExwTXdrerNE~mQIR0FyIvluN8c8YRM4kY-~~zfLXIqyuUlrb3XYOPz37zgdm9THCtRI7rp-7ZhAnpmXVRLtxy96y9RKZX896bSUFGZ94KzKID0HMULBIMXwfNLRA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Moana,"['Animation', 'Adventure', 'Comedy']",150000000,https://imdb-video.media-imdb.com/vi2813048345/1434659379400-8cjq25-1473951246451.mp4?Expires=1713541864&Signature=AyzCpndPRUjzcY19fOva1wPSA0djOZpZoVPQaqCKIlB~GaQOPXd4hLcOaSDMCQnxV~rj8Be38sDh8BKfF1NOiIXcjXHv-naM1493SdmcnbL3vrBerwabFXuNbuoQWa41Z9TBzBbDhD2qg80THg0ESeUBhvYWktOiWENLtxkTyUNEBFzIGg4Ol5JadL2JQNyNbRISHn7dUF3bP7q7QVlvdDhALS160yIS~HNvCerYPRh5VE2REVeHJfoSVes2xa1sLe4dNYfXCR3ZeXKFqWQ0VzEohi3GMZD9xzR5lC9vi6w7jzJnVVAYiFQb3qI3uSU1PUM9EItLTOhQqobKMyqRxw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Pinocchio,"['Animation', 'Adventure', 'Comedy']",2600000,https://imdb-video.media-imdb.com/vi3741582105/1434659607842-pgv4ql-1564596789499.mp4?Expires=1713542199&Signature=Om6YexBH8OnpL0vfGWJcFdbpcQD0LGS655U~s-WFMl4bXt6NYWEE0Gy~B0gqkjXjAirELyujyhdY2lIL-0l75JImKWcVUAWOCc~P-DqKfDYNx00PT7i6DH~yjv9e9X5bkNy854lp1ilK18pRBjHNCVUWQngOxsnE2S7CBgZ0tl5ts1heLIDnHwrO3PAavl4fwv5AMFhEt9uY2q1O~upRieQDLuqpcNK6L29Q7cUHDIt7OgwSX3GNxCJnqDJNt0tL0xE2BapuIF25Or-KEfV8u7N44ajy01BDm-QNRljR0mIsmQHVWACWuRLM72Qh3W9MKMXgTVg92MJWU3TJGSOJSg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Starship Troopers,"['Action', 'Adventure', 'Sci-Fi']",105000000,https://imdb-video.media-imdb.com/vi1097905177/1434659607842-pgv4ql-1563569582745.mp4?Expires=1713540992&Signature=TkOCubrq7EwoMxpT0DvGNUfKw1~mH2fErfRf56NqPRDxvAJ-qHOdRROtFBkRSApo~HachALUA7aADT5yA5BBgpOPRj~bfwxNsgmIIw8hGOrwDFpRM-L1YR5icfqGNLuebqQuB5HkEU0f4v0oyQclJ8jUtlvv-sNyuiaWfDf0XzRFvK8EzUSxWC7xKSkJA-EuK5lsL3uMvqQ~nf2uCJog3cvc23TZfCNrX9aFrY5zV8-eXjgABvoMMuG~qVe4E0nCtaW55cp6VnTYHeGeZC~onqGcTOLrsFebntbBvc9F-DlBxJCz8zqt-nZX6q8ZO5sR2Uz2vAfidiCaTzCq-YBUqQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
A Night at the Roxbury,"['Comedy', 'Music', 'Romance']",17000000,https://imdb-video.media-imdb.com/vi1125102617/1434659607842-pgv4ql-1563856306350.mp4?Expires=1713542058&Signature=ZCD9qZIO8~DTgYfX0vzE5hCduETwgWUepFPEUa2ooXklQu5G8nduWhPnYSThohrLls7D2F09i3ANTAZFwAh0t9j5qDTqJKzDzZlt~hwqG0jYPt2f6UJnsC3c7NTz6s6H7Ta3IaEbC0GaczpQJMvZUa06wLanahXWzzdvhi5iTxweWBewihEcsoo5v7IbTsarbqLUWIy7SGhvSQGgXDQctSge0B0qw-EyKilR~n2YQbm1TaFbXnf7E7kAcmT-9HVMH9JHuHoeuqHaEd1b-92vgxsrI6-zmLPedc7F06vfrs1pa0Oks9mpYJQTqqvKRVqe4TvBWMSg3wKGEmAra~7B1A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Beautiful Boy,"['Biography', 'Drama']",25000000,https://imdb-video.media-imdb.com/vi3210525465/1434659529640-260ouz-1536962781667.mp4?Expires=1713542208&Signature=j0m5KeaejN-iP04bQ0SBvkrDxuifTjpnfx2GT-PBXFLkEBELTBYQ56qBIpHrUNzMh9HPk~QpxLXnwzZzgww77JdwQQx~edN-hJDUbHu-cGIedx7UYgVOeK2mPGEzStCgrH7IhDlapJAj2RMVnncxW32vGW4Izl97KbnRWOgHa17j2KGibL30ruEwkrLUVySX1~E5~UrL6AXQA8qofMrvyjh-2YGDNEYu1vq-FB-3Feawh1xWtumwBYtC4iK2DSwA8rwK-1P3zEOSX16un4ADy2EkOihl96rxr39YL3NQW-sl8~vsGfHoFAEhnAm2xmNOTMSdmalveKEqIFPxwZTnpQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
A Beautiful Day in the Neighborhood,"['Biography', 'Drama']",25000000,https://imdb-video.media-imdb.com/vi2640624665/1434659529640-260ouz-1563800606769.mp4?Expires=1713542072&Signature=AI3a2R4HhZ4X3QbK2bQ15BFUKVH5v2bW5we1O9u9TUgVMs8kVKyk3wVxW5MmqtI-0gTW144Jkpy3oGhfIKkm0f-53qHiyrUL~FYqRLliZMoXGGyGky1o~9AmbuSwKixFlTaEPwGA~X5NdXCOD9S8KnhhQh7srA9HvHWbmWcG~cvhC9SXuPhnT08AAF6u7aDuJMJMXl-qgf7VgIogfdOfpW4CeEElx6Ndj~Dk~1ikohZMuFWmpBMBhRv5X5tS7DNJAQak1wqXSjnCg6x62cZUbQTUiXYHAVD2tsRUrB9tkw4dVhqfwX~WEgQAoO1ndK3bLxPxZajbVB6JuVBSnMCRow__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Finding Dory,"['Animation', 'Adventure', 'Comedy']",200000000,https://imdb-video.media-imdb.com/vi2669917209/1434659607842-pgv4ql-1464098554017.mp4?Expires=1713541888&Signature=V3JYXsVuN9GzMnbbJiZiBABVUX2vHB6lvJLZdbEMmZogdMPeBEOkLjc8HxfzSbsG5njHHyuPkxQFaprdG9uqkq1Gm7CrZ7S~1bfoan1UL0frOMSA3~5JiPcxJbJZ~1X4wc2fgHww-6SN2qhgZbt0zeEBXSd89ytx~GJGtBkuK7OskBcwloc1-Bfse39IXZPn0BIPjE5aVFJ7ccE2DmtqAOm~ErEq9mgwVP6Xp7DRQzgDbeUKfszEE4JA~87MASqyBviaN8ImGYSWvxjumZ-vPHTCiCGVtj5AFsTCxweyyTYF2l~VJmQ7HoRXIA-jv8cMeiNvvWrVKkOxmQLKBg5Whg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Monsters University,"['Animation', 'Adventure', 'Comedy']",200000000,https://imdb-video.media-imdb.com/vi2206049817/1434659607842-pgv4ql-1616203182285.mp4?Expires=1713542146&Signature=dOfxXFIQBNKTITR-40Iz69T8rODH~n6UVKoIyeN9GPkZhZodRKadluFjHclOkrxKeaOiDCI7ZjQN8-FHNnkzIaf0a5ubTUrKi91iAvsWJz4GPRqzgJMFzr2vh4y7kSRt7vFht-qjYN5z7hzD-DKKFCHs8ZPlts57SIyj76z7QvGJPY5pbStl6EZAEHiioJOun18LGRBmLt6NMq15-A1nHhaKxN~PfVx286-C~SihrY8sobzCPQeRv-bHLguSlFCV7r~Tf4TNH3M~mnD6T0igXMCGoMoiplxygqm5REPg1nwI3MLODUrIFCJZZmXbHJwmKEWOwZyvRJKDJQ0XWpe9Rg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Bring It On,"['Comedy', 'Romance', 'Sport']",11000000,https://imdb-video.media-imdb.com/vi3775316761/1434659607842-pgv4ql-1643981889518.mp4?Expires=1713541431&Signature=LeRDvEem5DBZ0xpOtR1yWPkWSElSzeDJcnD8ikxFnmjMs4150sfUjfeZnect1zJg9sZF-dq1lstOBcSu6sFqOAnQILifLHT3zZDCchY2uRz-1d5AJaEFcCUyJEDbN1a33pszPdGErn0Tkts~qxO68O4wR-DI98hzVE6ntp5FxxCNXMqJbFugj82l7W9TMs-ogkHzLMVx54HP5t7ymohaRdyK1Ag1TT2x8knlfZcZJ3u6vTmmX9UdnUkxxtI-1DYEP9rjNqT27NWn4gAXtQsyIHFYznadt7aWhVMCJfr8ZreEehn-wf-EPLvFLVDODGoNavGEy38V4SiHrHWJcUPocA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Cars 2,"['Animation', 'Adventure', 'Comedy']",200000000,https://imdb-video.media-imdb.com/vi1822465049/1434659607842-pgv4ql-1616202791332.mp4?Expires=1713541621&Signature=uDL9ZeaG625I-sBmNeFoTtJdwKQHfNDvLD5xK65WzE0F5-AZpXtTVZMf~KiPPAb1BCk2G20dZ87Lu7PGcTas~6bQsWFaOwYqaNLfENzcoKpkRCW06bMs8pK5rEqe2j1bsuMZo1W8JXt0DnU2RmSp4M5CVz4EtSKY8ycPmYUhEdu46~bb7cGYX95f2x9UMAuyT9ItCepzOO0xh9oQ5k~Y8fRIwOzFy-wFqmjyqgS4lpJV9QW95WEpskHPAaOcQkWh-IMjlgunmQTy8pIYesoyH3faVUByMzkmjHc2DDvVx-pBiK0B-k~hRZJquwnWEpcspLJWhSOGbN8SmMjTMAlB0Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Indiana Jones and the Dial of Destiny,"['Action', 'Adventure', 'Sci-Fi']",294700000,https://imdb-video.media-imdb.com/vi1610925081/1434659529640-260ouz-1680875129724.mp4?Expires=1713541819&Signature=tCqOeg0GpDR6V87w71Y3C~4wL-IdeFiHKw9u0jWkV5aPvQhTyPJOxMxUXsLeVCNkG9MMuqxY4X19O0R1~UDyL5Opa8kT~B4BCGoDxPNFpJfc~UzlsweWrJHx3WVnr7NzFKRDCL0UY78jVxwn~tgdevX6ZCWeBHWYSAnkg9GODQmZRd9rhXgpQi5k5XLoQUzOpFXbtZ9ZWj8FoV1F~jCY0MfrJ1m3bBCQ37QUCFgBKLLTke2oxFdNuunpkqT8QPnlhbqerFOpg9RU0M0uGtTZRrD-cXgFIOBTGLfYaZSNywhGHlsbifhdk-3y6oAzQB3Ow~-4bKY11AZwLxL4KJhtVw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Commitments,"['Comedy', 'Drama', 'Music']",12000000,https://imdb-video.media-imdb.com/vi1080801049/1434659607842-pgv4ql-1564184657876.mp4?Expires=1713541847&Signature=DvALDwJ3ArQY4ebPrnS2Tj55oHln09R59BP56lOI0YZN5m98YM~D0xtUBMtHUW9xfeL~09aABmlF2frVISbglZLqj6GUDEIVeLpN85Svbpn8QmmSOpuTzkrS-CUsx0oKXonjBKF3QO9phPBLsdR~R4oxbjrkxMbt3piyHrbo3yJ17GwhbI2clXE5yxwCt8DtuT0O6XXTPJP-0h4mFbQJx8FyQpR1kEriqWQSqq5eMdoAj1qyhq~sD99h1~0cSwySNYGsx3z~dRBOTZGWwW-Upf2LmeHHO0jvPmpUc~N6unxAUlulz8VP7V-12ENvvaA07E80TV4VpHxpFSIkdGNcOQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Elephant Man,"['Biography', 'Drama']",5000000,https://imdb-video.media-imdb.com/vi1763229209/1434659529640-260ouz-1593421147127.mp4?Expires=1713542171&Signature=QdfHOs0vIyNrnbaGKbzQ6xVu-tOEy2hBM-kWNncTGAq2crSE-AqqS4EY8ZUgs1Hi~~x-lI3CxVufn6WDUlCUfPrAoyQuThhlewtiLEpNcBc~nyD24oNpomR10gdyyD133wlsU7dkfqJyTbfbRo4xEWoAvBVL0pq8LnHcFuR-NdBWVFvGBbec91mW1eHY-IDepmfwgKhJVhqrWHbq3TQHgvNqxd-agrFFoIQUNU9e4gJWfTZlVNdCc98N8aQTEEGYMkHeRW6pm0cqEQZ1-wmxTPld4GpWzcESB6Q0eNRrBbDyzSKte4GPsZUP1DAcLga76ysU~D7xUy6-nf2iHuTNwg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Kill Bill: Vol. 1,"['Action', 'Crime', 'Thriller']",30000000,https://imdb-video.media-imdb.com/vi3102711321/1434659607842-pgv4ql-1563436317339.mp4?Expires=1713541425&Signature=uQQkphzx6PV7WqyRu17iYFl45GJh7ikazakx3FRJw7w2OU1l2~h5KIa4D7k-064vBFaa3cKhI6Nlzvfmk6jfbF5SY8r4e4sYrJLS~y5nCjZ3HTXbw5O94g~3N~nBBZ5MJhkNLQ6bLjGXwbVabEJSGCTV3YZJtj0a4Y8SxHFUGclaYLrlHlcktcVMNCr34rbopO-MeAbB1OcPWuUxsS2u8PPOe-bH0l9bDJzQ7k9aSLu6PJIQDgMLgKEA5P8Ed42Lmju2QTz7Qspkalq9tmlYcoraCctKdM7Qfs7Vymnno-5YmfBVTrpDS1vxPe8re8sqJnNpcpIqz27kqwN9YvdQ8A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Toy Story 3,"['Animation', 'Adventure', 'Comedy']",200000000,https://imdb-video.media-imdb.com/vi3676898329/1434659607842-pgv4ql-1616203302774.mp4?Expires=1713541850&Signature=Swgu4y0LE6uEbQrxqK0Us44P4BKJ90KfunjIyitXPfFNqxP9cymstuko33s9C1TN3rO9V5GFLgbHyg64h~6eD2gXiKIxNufj2xN4NkVmU3FhgfU-zfVAfEWttJRdLlWxIMPgNReTgGj-SeTRKwOqjhs8CKNqqTMK86zm~Op7xEGqTTIy7S3AgKTIXwc9wPx9Bh4s3squmsFwVj19BA6F7HPWf8h-deGnq5WkwX21JRt2nIiHMpG9adJyw5Kw9R26E1tbhYxDvzZnqA-dA3JnGMIS~BTi8MbSxcaD5RVMIS0D9JGtGUfr~x2uS-zD7USKwxxjtermhs5wvko3l4SqiQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Ghostbusters: Afterlife,"['Adventure', 'Comedy', 'Fantasy']",75000000,https://imdb-video.media-imdb.com/vi637322009/1434659529640-260ouz-1636394544564.mp4?Expires=1713542164&Signature=E5HMKhUJCnGtWYR37Q5SrnVSyKp~44o4Pu~xmlPp1-XXs6pE3uS9K6nYFPdgz2n5vmJHtb5D5cTdK2g1toNX1LTx-Z9hv9XaH2IBRbz8ioDGZ6Vmz09A~tK9t8eHw50EtBgOdJVWFAa03R8GhMqGWV8iM4tHsJFuE-ncKAyQRlVEabatfjZpjxx4AvF2Vnj8A0XYnWjazzGeH9o0J9GryEJVNhBNQczVDWI5j325p5JCOhVxJKhBptRgZVwiQ66Kc2FhsgbNyEftlsQJtt1-CqHfdY8bmNHO01d4GT46iCUGYtiDzQYIgVQuiKob79e6M~KmwWTXculBOPxDwsC~wA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Footloose,"['Drama', 'Music', 'Romance']",8200000,https://imdb-video.media-imdb.com/vi417704217/1434659607842-pgv4ql-1616204587049.mp4?Expires=1713541720&Signature=sr-hFTxUWFtznVaI9RcD6z2uLFVvMKuifoZkRi6ULds~KXaNITSf4PCVMYExx1B~0I7NokfrYfsaJ-oAvGHt0ze~M441S~d2QFgYQ-BZozqXg0l9U-3bMwWKphlD1dQOoDwg-~yXGRVxTNRmnF-vDluyLjdc1nYPrIUh0Ypqn1hfyYDyPiC3dE01JSIu0~7IOzQMo5OgWS-utll59-LxyG~B8pMw~JeOf4kX3Tq1Afc8Zp6UHdT3NNaSMj7u63EDDILN1SLN18j5ajzA3c0oLMhm3j2F95YrNv7mA6SoJhR5tSHGHEDfTxu4B-cL-1ozJTQ0bJ35Vd5ZEDYOUcoyxQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Miss Peregrine's Home for Peculiar Children,"['Adventure', 'Drama', 'Family']",110000000,https://imdb-video.media-imdb.com/vi3400709913/1434659607842-pgv4ql-1466431967581.mp4?Expires=1713542026&Signature=r885aqyjFm2s9xLBZdzh4Eo97lkZ2TsNOhRjQk-tGMvUlVBhgP2bx25qBEweB7aPkJFPrbh-BDzIzTsmGrptX3pHR7WDZ3Pi4BIBF7nxCfC~TGNr9RK63qdjHY1IGYmkEvfHG37j9ZCffGTjGHAX1FHZi69e879EQxBAG7XYKS-T-s1YQsbd6JiX9bIUQty4R7vlsmlMdV83NmhntuVOJ63Z52ICF28csRrVULzJyf7zGLqhUpeReQyimb5YrZKzbpFRmDc8l67~7wKP~frmuZ7Y2OMI-TGsFc7pUwgDq-yZv4DxYsWAqdhEAqIW3O8ODH8Lpq0UzsQbSaSWJGVIjg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Super Mario Bros. Movie,"['Animation', 'Adventure', 'Comedy']",100000000,https://imdb-video.media-imdb.com/vi4143105305/1434659529640-260ouz-1669760734941.mp4?Expires=1713541956&Signature=pa9efkHrMWzF5s0WBwJE2Vji5U187~5G2-KUkdHWQ6mhedCkZm1oZMnMw6m4K6gSN~djeUeJV0DQ0EnHO0WJRFNojaan5DqI5boZWdp7EsQOTN4j~jZ-XSkfoUewlHogLcuGre66xxwEnS7VlVTOxCjq03Iy2v7ABLE-ZMF5oTDZDUb5prTUvk9rGySjaJ4dwCSmFvRkCF0J3TlTnRLSQFLx93ZWUhyMfhXdTBm90zhM74ug3GWYBYDq8Vii0flrmLf01tf89nSR0dc-RLiyyAQOD3J~Pq7KPZc99PVof6skush-V4u8TqPXY1FdbUt-kMBNDtQ0WIhoX1hSdQLXHQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Power of the Dog,"['Drama', 'Western']",35000000,https://imdb-video.media-imdb.com/vi3858219801/1434659529640-260ouz-1636038288537.mp4?Expires=1713542143&Signature=qw8CRKez5UKg4826YTYxlRW2yJX1hbWExStG~iUr5WwD-Abyutj21fJbIh0JFTF6JctCIE94ivWEZ8bC4kfSFtTIwSs8zeMNb5m1jxLH8SUSFXD50qW4qjlbi5l5-CQjxmb~BS7d9cfRMt8a11IExy~MNyI0zsDgk93wXiqrs~4J5Vt5jPCsn0dhHkHaUFSxvLLuaeuARrcbU3F7MrQg7Uqow7PrZCVoQPrq8nxfHB7pBV1hkif6nHgO~szAYkLR6wjSe1eIYfsyA-GaQm~jwlOImvxMpKtT0-tmafsUYsYVLjiLni7Ze1n58VIhIvHFoL~7fKukKPw5DCFlmMusnw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
My Truth,['Documentary'],1500000,https://imdb-video.media-imdb.com/vi1188414233/1434659607842-pgv4ql-1637962379714.mp4?Expires=1713541968&Signature=qy1mjucvrDRO8RlUQsgXPmbuAWdDRXxjl5iybBPt3IEvnT5QI9HZpT8K83lJimKqli5ZolUB0k9Om0O2BMp2ygro~MKV5koU8KDsDk67qjGkdyfZBwq19QoYsSe2CYeiEMVN5u7BRVWFiv~WmOGRYRApl8VOb4-6xlaP7dOob0jvBOML87ffDMAFY~j-k4l4cxF96-F7EfzEE9pZCJTv7Me44YmyOMVKhc~da05pFp6HNgjX7hg5DSt0gu5udoI2D7UeYm8wAXDeDt4PMeVPB8r8ldXd-iMDw9sXcAo3z3~iavFyQzZNIUTFuj6mTGqdvXgpxZ2c2wlrW67s8mlEbg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Wonka,"['Adventure', 'Comedy', 'Family']",125000000,https://imdb-video.media-imdb.com/vi3888367385/1434659529640-260ouz-1697130056653.mp4?Expires=1713541938&Signature=VEcsxYlWK4LyHdL3J4PAU-NXl7nhOMNATetFrqad~nvqPslRY9zPBCx-YP5YvKV9AhksVJvn3jKxhlHZAjnWYk6AsDr7Ndx1kgWP~xnEPp3NhFlZ84BasqeeDrRqhNYoJUSAODr9z92epSOVMJ1BM698fsauhlhzzs3f-3xGYj43M~OzsfnC2DmfzhOjGE3ejzvTSTV-G9RT9RWAAVa4IwUurWWs0gp0Mf7iATwdXcG9npI3TOBputVXJjSYZPPshlaPvU6XQyWy4CMcgNlIvisCOsewfh5Jdevwiypt6g6R5M1~wBUiUjTLQbZMFxrvfhGAA9qbm9ki1BzQ-LLMrg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
